"紀錄編號",Date,"COUNTYNAME","TOWNNAME","地點整併","經度","緯度","蛙種","記錄方式","生活型態","數量(隻)"
318082,2019/10/23,"台中市","東勢區","小中科",120.840136,24.2598,"斑腿樹蛙","目視","雌蛙",1
318127,2019/4/20,"新竹市","東區","高峰植物園",120.982455,24.787914,"斑腿樹蛙","聽音","雄蛙","10~19"
318176,2019/7/21,"新竹市","東區","清華大學蝴蝶園",120.988103,24.77829,"斑腿樹蛙","目視","成蛙",9
318177,2019/7/21,"新竹市","東區","清華大學蝴蝶園",120.988103,24.77829,"斑腿樹蛙","目視","成蛙",9
318178,2019/7/21,"新竹市","東區","清華大學蝴蝶園",120.988103,24.77829,"斑腿樹蛙","目視","雌蛙",2
318186,2019/7/26,"新竹市","東區","高翠路＿",120.983485,24.780303,"斑腿樹蛙","目視","雌蛙",1
318188,2019/7/27,"新竹市","東區","櫻花公園",121.029024,24.77585,"斑腿樹蛙","目視","成蛙",7
318189,2019/7/27,"新竹市","東區","櫻花公園",121.029024,24.77585,"斑腿樹蛙","聽音","雄蛙","20~29"
318222,2019/8/21,"嘉義市","東區","頂庄",120.461117,23.495453,"斑腿樹蛙","目視","成蛙",1
318234,2019/8/21,"嘉義市","西區","北香湖公園",120.447166,23.493065,"斑腿樹蛙","聽音","雄蛙",5
318253,2019/9/19,"嘉義市","東區","頂庄",120.461117,23.495453,"斑腿樹蛙","目視","成蛙",1
318262,2019/9/19,"嘉義市","西區","北香湖公園",120.447166,23.493065,"斑腿樹蛙","目視","成蛙",1
318263,2019/9/19,"嘉義市","西區","北香湖公園",120.447166,23.493065,"斑腿樹蛙","聽音","雄蛙",2
318273,2019/10/17,"嘉義市","東區","頂庄",120.461117,23.495453,"斑腿樹蛙","目視","成蛙",1
318274,2019/10/17,"嘉義市","東區","頂庄",120.461117,23.495453,"斑腿樹蛙","目視","成蛙",1
318280,2019/10/17,"嘉義市","西區","北香湖公園",120.447166,23.493065,"斑腿樹蛙","目視","成蛙",30
318320,2019/10/25,"台中市","東勢區","大雪山林道8.4K",120.879323,24.219114,"斑腿樹蛙","目視","成蛙",1
318327,2019/10/26,"台中市","霧峰區","光復新村搜救犬隊",120.695147,24.043028,"斑腿樹蛙","目視","雄蛙",1
318359,2019/10/22,"新北市","新店區","和美山步道",121.534658,24.956213,"斑腿樹蛙","目視","成蛙",1
318360,2019/10/22,"新北市","新店區","和美山步道",121.534658,24.956213,"斑腿樹蛙","目視","成蛙",2
318361,2019/10/22,"新北市","新店區","和美山步道",121.534658,24.956213,"斑腿樹蛙","目視","成蛙",1
318365,2019/10/22,"新北市","新店區","和美山步道",121.534658,24.956213,"斑腿樹蛙","目視","蝌蚪","不計數"
318367,2019/8/12,"新北市","板橋區","中和15工廠菜園",121.485062,25.016511,"斑腿樹蛙","目視","雄蛙",3
318371,2019/8/12,"新北市","板橋區","中和15工廠菜園",121.485062,25.016511,"斑腿樹蛙","目視","蝌蚪","不計數"
318372,2019/8/12,"新北市","板橋區","中和15工廠菜園",121.485062,25.016511,"斑腿樹蛙","目視","蝌蚪","不計數"
318373,2019/8/12,"新北市","板橋區","中和15工廠菜園",121.485062,25.016511,"斑腿樹蛙","目視","蝌蚪","不計數"
318378,2019/8/12,"新北市","板橋區","中和15工廠菜園",121.485062,25.016511,"斑腿樹蛙","聽音","雄蛙",5
318382,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","雄蛙",1
318383,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","雌蛙",1
318386,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","雄蛙",17
318387,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","雌蛙",1
318388,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","卵塊","不計數"
318389,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","卵塊","不計數"
318390,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","卵塊","不計數"
318391,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","卵塊","不計數"
318392,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","卵塊","不計數"
318393,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","卵塊","不計數"
318394,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","卵塊","不計數"
318395,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","雄蛙",5
318400,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","雄蛙",1
318401,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","雌蛙",1
318402,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318403,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318404,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318405,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318406,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318407,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318408,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318409,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318410,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318411,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318412,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318413,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318414,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318415,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318416,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318429,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","雄蛙",1
318437,2019/8/12,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","聽音","雄蛙","10~19"
318441,2019/10/13,"新北市","板橋區","中和15工廠菜園",121.485062,25.016511,"斑腿樹蛙","目視","雌蛙",4
318442,2019/10/13,"新北市","板橋區","中和15工廠菜園",121.485062,25.016511,"斑腿樹蛙","目視","蝌蚪","不計數"
318443,2019/10/13,"新北市","板橋區","中和15工廠菜園",121.485062,25.016511,"斑腿樹蛙","目視","蝌蚪","不計數"
318444,2019/10/13,"新北市","板橋區","中和15工廠菜園",121.485062,25.016511,"斑腿樹蛙","目視","蝌蚪","不計數"
318445,2019/10/13,"新北市","板橋區","中和15工廠菜園",121.485062,25.016511,"斑腿樹蛙","目視","蝌蚪","不計數"
318447,2019/10/13,"新北市","板橋區","中和15工廠菜園",121.485062,25.016511,"斑腿樹蛙","目視","雄蛙",3
318448,2019/10/13,"新北市","板橋區","中和15工廠菜園",121.485062,25.016511,"斑腿樹蛙","目視","成蛙",1
318449,2019/10/13,"新北市","板橋區","中和15工廠菜園",121.485062,25.016511,"斑腿樹蛙","目視","雄蛙",1
318450,2019/10/13,"新北市","板橋區","中和15工廠菜園",121.485062,25.016511,"斑腿樹蛙","目視","幼體",1
318451,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","雌蛙",1
318454,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","雄蛙",4
318455,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318456,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318457,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318458,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318459,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318460,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318461,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318462,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318463,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318464,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318465,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318466,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318467,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318468,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318469,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","蝌蚪","不計數"
318472,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","幼體",1
318473,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","卵塊","不計數"
318484,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","成蛙",1
318485,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","雌蛙",2
318486,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","成蛙",1
318492,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","雄蛙",1
318494,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","幼體",1
318496,2019/10/13,"新北市","土城區","中和11工廠上菜園",121.472767,24.980465,"斑腿樹蛙","目視","雄蛙",1
318501,2019/10/22,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雌蛙",1
318504,2019/10/22,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雄蛙",1
318509,2019/10/22,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","蝌蚪","不計數"
318514,2019/10/22,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雄蛙",1
318515,2019/10/22,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雌蛙",1
318517,2019/10/22,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雄蛙",2
318518,2019/10/22,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雌蛙",1
318520,2019/10/22,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雄蛙",3
318522,2019/10/22,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","蝌蚪","不計數"
318523,2019/10/22,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","雌蛙",1
318525,2019/10/22,"桃園市","龜山區","中興路90巷底",121.336973,24.982568,"斑腿樹蛙","目視","蝌蚪","不計數"
318568,2019/6/22,"台北市","士林區","芝山文化生態綠園",121.532046,25.103913,"斑腿樹蛙","目視","幼體",1
318569,2019/6/22,"台北市","士林區","芝山文化生態綠園",121.532046,25.103913,"斑腿樹蛙","目視","成蛙",3
318572,2019/7/20,"台北市","士林區","芝山文化生態綠園",121.532046,25.103913,"斑腿樹蛙","目視","成蛙",1
318573,2019/7/20,"台北市","士林區","芝山文化生態綠園",121.532046,25.103913,"斑腿樹蛙","目視","成蛙",1
318584,2019/7/20,"台北市","士林區","芝山文化生態綠園",121.532046,25.103913,"斑腿樹蛙","聽音","雄蛙",5
318589,2019/8/24,"台北市","士林區","芝山文化生態綠園",121.532046,25.103913,"斑腿樹蛙","目視","成蛙",3
318603,2019/8/24,"台北市","士林區","芝山文化生態綠園",121.532046,25.103913,"斑腿樹蛙","聽音","雄蛙",8
318620,2019/10/26,"基隆市","安樂區","大武崙砲台",121.708986,25.15882,"斑腿樹蛙","目視","幼體",1
318621,2019/10/26,"台北市","士林區","芝山文化生態綠園",121.532046,25.103913,"斑腿樹蛙","目視","成蛙",1
318622,2019/10/26,"台北市","士林區","芝山文化生態綠園",121.532046,25.103913,"斑腿樹蛙","目視","成蛙",1
318623,2019/10/26,"台北市","士林區","芝山文化生態綠園",121.532046,25.103913,"斑腿樹蛙","目視","幼體",4
318624,2019/10/26,"台北市","士林區","芝山文化生態綠園",121.532046,25.103913,"斑腿樹蛙","目視","成蛙",1
318625,2019/10/26,"台北市","士林區","芝山文化生態綠園",121.532046,25.103913,"斑腿樹蛙","目視","幼體",1
318675,2019/10/23,"新北市","土城區","土城青雲路",121.472488,24.964522,"斑腿樹蛙","目視","雄蛙",3
318677,2019/10/23,"新北市","土城區","土城青雲路",121.472488,24.964522,"斑腿樹蛙","目視","雌蛙",1
318679,2019/10/23,"新北市","土城區","土城青雲路",121.472488,24.964522,"斑腿樹蛙","目視","幼體",1
318704,2019/10/23,"新北市","土城區","土城青雲路",121.472488,24.964522,"斑腿樹蛙","目視","幼體",2
318824,2019/10/27,"彰化縣","社頭鄉","清水岩寺",120.614343,23.886284,"斑腿樹蛙","目視","成蛙",1
318825,2019/10/27,"彰化縣","社頭鄉","清水岩寺",120.614343,23.886284,"斑腿樹蛙","目視","成蛙",1
318826,2019/10/27,"彰化縣","社頭鄉","清水岩寺",120.614343,23.886284,"斑腿樹蛙","目視","成蛙",5
318846,2019/10/25,"彰化縣","芬園鄉","北極殿(豬母湖北側)",120.6018,24.037505,"斑腿樹蛙","目視","成蛙",2
318847,2019/10/25,"彰化縣","芬園鄉","北極殿(豬母湖北側)",120.6018,24.037505,"斑腿樹蛙","目視","成蛙",1
318862,2019/10/25,"彰化縣","芬園鄉","八卦山蝴蝶園",120.597791,24.02107,"斑腿樹蛙","目視","成蛙",1
318874,2019/10/9,"彰化縣","埔鹽鄉","稻香生態農園",120.476313,24.00305,"斑腿樹蛙","目視","成蛙",1
318875,2019/10/9,"彰化縣","埔鹽鄉","稻香生態農園",120.476313,24.00305,"斑腿樹蛙","目視","成蛙",2
318877,2019/10/9,"彰化縣","埔鹽鄉","稻香生態農園",120.476313,24.00305,"斑腿樹蛙","目視","成蛙",2
318879,2019/10/9,"彰化縣","埔鹽鄉","稻香生態農園",120.476313,24.00305,"斑腿樹蛙","目視","成蛙",1
318880,2019/10/9,"彰化縣","埔鹽鄉","稻香生態農園",120.476313,24.00305,"斑腿樹蛙","目視","成蛙",4
318890,2019/7/30,"彰化縣","埔鹽鄉","稻香生態農園",120.476313,24.00305,"斑腿樹蛙","目視","成蛙",1
318891,2019/7/30,"彰化縣","埔鹽鄉","稻香生態農園",120.476313,24.00305,"斑腿樹蛙","聽音","雄蛙",1
318893,2019/10/28,"新北市","深坑區","向天湖",121.623087,24.988804,"斑腿樹蛙","目視","成蛙",2
318897,2019/7/31,"彰化縣","鹿港鎮","溝寥圳路",120.456173,24.080298,"斑腿樹蛙","聽音","雄蛙",1
318898,2019/7/31,"彰化縣","鹿港鎮","溝寥圳路",120.456173,24.080298,"斑腿樹蛙","目視","成蛙",2
318899,2019/7/31,"彰化縣","鹿港鎮","溝寥圳路",120.456173,24.080298,"斑腿樹蛙","目視","成蛙",4
318901,2019/10/28,"彰化縣","溪湖鎮","大同12街",120.473338,23.96118,"斑腿樹蛙","目視","成蛙",1
319045,2019/10/12,"新竹縣","關西鎮","南山里3鄰",121.15759,24.798594,"斑腿樹蛙","目視","蝌蚪","不計數"
319058,2019/10/12,"新竹縣","關西鎮","竹16鄉道11K鳳山溪",121.15857,24.799099,"斑腿樹蛙","目視","雌蛙",1
319064,2019/10/13,"新竹縣","關西鎮","不動明王廟",121.17972,24.795003,"斑腿樹蛙","目視","雄蛙",1
319070,2019/10/13,"新竹縣","關西鎮","仁安里土地公廟",121.18049,24.793937,"斑腿樹蛙","目視","雄蛙",3
319071,2019/10/13,"新竹縣","關西鎮","仁安里土地公廟",121.18049,24.793937,"斑腿樹蛙","目視","雌蛙",1
319112,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","蝌蚪","不計數"
319113,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","蝌蚪","不計數"
319114,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雄蛙",1
319115,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","幼體",1
319116,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雄蛙",2
319117,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雄蛙",9
319118,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雌蛙",1
319119,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雌蛙",1
319120,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雌蛙",2
319121,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雌蛙",1
319122,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雄蛙",1
319143,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","蝌蚪","不計數"
319144,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","蝌蚪","不計數"
319145,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雄蛙",3
319147,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雄蛙",7
319148,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雄蛙",2
319149,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雄蛙",4
319150,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雄蛙",1
319151,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雌蛙",2
319153,2019/10/22,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雄蛙",6
319160,2019/10/23,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","蝌蚪","不計數"
319161,2019/10/23,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","蝌蚪","不計數"
319162,2019/10/23,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",3
319163,2019/10/23,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",3
319164,2019/10/23,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",2
319165,2019/10/23,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雌蛙",1
319166,2019/10/23,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","幼體",1
319167,2019/10/23,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",2
319175,2019/10/24,"新竹縣","竹東鎮","六香田一區",121.059584,24.76154,"斑腿樹蛙","目視","雌蛙",2
319177,2019/10/24,"新竹縣","竹東鎮","六香田一區",121.059584,24.76154,"斑腿樹蛙","目視","蝌蚪","不計數"
319180,2019/10/24,"新竹縣","竹東鎮","六香田一區",121.059584,24.76154,"斑腿樹蛙","目視","蝌蚪","不計數"
319181,2019/10/24,"新竹縣","竹東鎮","六香田一區",121.059584,24.76154,"斑腿樹蛙","目視","雄蛙",2
319182,2019/10/24,"新竹縣","竹東鎮","六香田一區",121.059584,24.76154,"斑腿樹蛙","目視","雄蛙",2
319183,2019/10/24,"新竹縣","竹東鎮","六香田一區",121.059584,24.76154,"斑腿樹蛙","目視","雌蛙",1
319184,2019/10/24,"新竹縣","竹東鎮","六香田一區",121.059584,24.76154,"斑腿樹蛙","目視","雄蛙",2
319185,2019/10/24,"新竹縣","竹東鎮","六香田一區",121.059584,24.76154,"斑腿樹蛙","目視","雌蛙",1
319186,2019/10/24,"新竹縣","竹東鎮","六香田一區",121.059584,24.76154,"斑腿樹蛙","目視","雌蛙",3
319187,2019/10/24,"新竹縣","竹東鎮","六香田一區",121.059584,24.76154,"斑腿樹蛙","目視","雄蛙",2
319188,2019/10/24,"新竹縣","竹東鎮","六香田一區",121.059584,24.76154,"斑腿樹蛙","目視","雄蛙",2
319189,2019/10/24,"新竹縣","竹東鎮","六香田一區",121.059584,24.76154,"斑腿樹蛙","目視","雌蛙",1
319193,2019/10/24,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","蝌蚪","不計數"
319195,2019/10/24,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","雄蛙",1
319197,2019/10/24,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","幼體",1
319198,2019/10/24,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","雌蛙",3
319199,2019/10/24,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","蝌蚪","不計數"
319200,2019/10/24,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","雄蛙",3
319201,2019/10/24,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","幼體",1
319202,2019/10/24,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","雌蛙",2
319203,2019/10/24,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","雄蛙",4
319204,2019/10/24,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","雌蛙",1
319205,2019/10/24,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","雄蛙",1
319240,2019/10/28,"苗栗縣","三義鄉","西湖渡假村園區",120.759397,24.390435,"斑腿樹蛙","目視","雄蛙",1
319243,2019/10/28,"苗栗縣","三義鄉","西湖渡假村園區",120.759397,24.390435,"斑腿樹蛙","目視","雄蛙",1
319244,2019/10/28,"苗栗縣","三義鄉","西湖渡假村園區",120.759397,24.390435,"斑腿樹蛙","目視","雄蛙",1
319255,2019/10/28,"苗栗縣","三義鄉","西湖渡假村忘憂谷",120.768964,24.387886,"斑腿樹蛙","目視","雄蛙",1
319258,2019/10/28,"苗栗縣","三義鄉","西湖渡假村忘憂谷",120.768964,24.387886,"斑腿樹蛙","目視","雄蛙",1
319264,2019/10/28,"苗栗縣","三義鄉","西湖渡假村忘憂谷",120.768964,24.387886,"斑腿樹蛙","目視","雄蛙",1
319265,2019/10/28,"苗栗縣","三義鄉","西湖渡假村忘憂谷",120.768964,24.387886,"斑腿樹蛙","目視","雄蛙",1
319270,2019/10/28,"苗栗縣","三義鄉","西湖渡假村忘憂谷",120.768964,24.387886,"斑腿樹蛙","目視","雄蛙",1
319273,2019/10/28,"苗栗縣","三義鄉","西湖渡假村忘憂谷",120.768964,24.387886,"斑腿樹蛙","目視","雄蛙",4
319274,2019/10/28,"苗栗縣","三義鄉","西湖渡假村忘憂谷",120.768964,24.387886,"斑腿樹蛙","目視","雄蛙",1
319278,2019/10/28,"苗栗縣","三義鄉","西湖渡假村忘憂谷",120.768964,24.387886,"斑腿樹蛙","目視","雄蛙",1
319279,2019/10/28,"苗栗縣","三義鄉","西湖渡假村忘憂谷",120.768964,24.387886,"斑腿樹蛙","目視","雄蛙",1
319280,2019/10/28,"苗栗縣","三義鄉","西湖渡假村忘憂谷",120.768964,24.387886,"斑腿樹蛙","目視","雄蛙",2
319282,2019/10/28,"苗栗縣","三義鄉","西湖渡假村忘憂谷",120.768964,24.387886,"斑腿樹蛙","目視","雄蛙",1
319284,2019/10/28,"苗栗縣","三義鄉","西湖渡假村忘憂谷",120.768964,24.387886,"斑腿樹蛙","聽音","雄蛙",1
319285,2019/10/28,"苗栗縣","三義鄉","西湖渡假村忘憂谷",120.768964,24.387886,"斑腿樹蛙","目視","雄蛙",2
319289,2019/10/28,"苗栗縣","三義鄉","西湖渡假村忘憂谷",120.768964,24.387886,"斑腿樹蛙","目視","雌蛙",2
319291,2019/10/28,"苗栗縣","三義鄉","西湖渡假村忘憂谷",120.768964,24.387886,"斑腿樹蛙","目視","雌蛙",1
319316,2019/10/25,"台北市","南港區","潘家菜園",121.609275,25.042244,"斑腿樹蛙","目視","幼體",1
319317,2019/10/25,"台北市","南港區","潘家菜園",121.609275,25.042244,"斑腿樹蛙","目視","雌蛙",1
319319,2019/10/25,"台北市","南港區","潘家菜園",121.609275,25.042244,"斑腿樹蛙","目視","雌蛙",1
319320,2019/10/25,"台北市","南港區","潘家菜園",121.609275,25.042244,"斑腿樹蛙","目視","雌蛙",1
319322,2019/10/8,"新北市","新莊區","新莊市水源地",121.399177,25.040294,"斑腿樹蛙","目視","雄蛙",1
