年,季節,蛙種,數量,縣市,鄉鎮,地點,環境型態,經度,緯度
2014,S2,貢德氏赤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S2,莫氏樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S2,斯文豪氏赤蛙,4,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S2,黑眶蟾蜍,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S2,腹斑蛙,1,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S2,福建大頭蛙,1,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S2,翡翠樹蛙,6,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S2,臺北樹蛙,5,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S2,盤古蟾蜍,3,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S2,褐樹蛙,15,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S2,澤蛙,2,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,小雨蛙,1,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,中國樹蟾,3,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,日本樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,布氏樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,艾氏樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,拉都希氏赤蛙,18,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,長腳赤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,面天樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,貢德氏赤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,莫氏樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,斯文豪氏赤蛙,3,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,黑眶蟾蜍,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,腹斑蛙,21,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,福建大頭蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,翡翠樹蛙,2,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,臺北樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,盤古蟾蜍,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,褐樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S3,澤蛙,1,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,小雨蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,中國樹蟾,1,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,日本樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,布氏樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,艾氏樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,拉都希氏赤蛙,5,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,長腳赤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,面天樹蛙,20,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,貢德氏赤蛙,1,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,莫氏樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,斯文豪氏赤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,黑眶蟾蜍,1,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,腹斑蛙,21,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,福建大頭蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,翡翠樹蛙,10,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,臺北樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,盤古蟾蜍,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,褐樹蛙,1,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S4,澤蛙,3,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2014,S1,小雨蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S1,日本樹蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S1,布氏樹蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S1,拉都希氏赤蛙,5,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S1,虎皮蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S1,長腳赤蛙,1,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S1,貢德氏赤蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S1,莫氏樹蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S1,斑腿樹蛙,1,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S1,黑眶蟾蜍,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S1,福建大頭蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S1,臺北樹蛙,15,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S1,盤古蟾蜍,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S1,澤蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S2,小雨蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S2,日本樹蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S2,布氏樹蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S2,拉都希氏赤蛙,2,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S2,虎皮蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S2,長腳赤蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S2,貢德氏赤蛙,1,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S2,莫氏樹蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S2,斑腿樹蛙,23,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S2,黑眶蟾蜍,3,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S2,福建大頭蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S2,臺北樹蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S2,盤古蟾蜍,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S2,澤蛙,4,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S4,小雨蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S4,日本樹蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S4,布氏樹蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S4,拉都希氏赤蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S4,虎皮蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S4,長腳赤蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S4,貢德氏赤蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S4,莫氏樹蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S4,斑腿樹蛙,7,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S4,黑眶蟾蜍,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S4,福建大頭蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S4,臺北樹蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S4,盤古蟾蜍,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S4,澤蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2014,S2,小雨蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S2,拉都希氏赤蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S2,虎皮蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S2,貢德氏赤蛙,10,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S2,莫氏樹蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S2,斑腿樹蛙,1,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S2,黑眶蟾蜍,17,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S2,腹斑蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S2,澤蛙,1,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S3,小雨蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S3,拉都希氏赤蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S3,虎皮蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S3,貢德氏赤蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S3,莫氏樹蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S3,斑腿樹蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S3,黑眶蟾蜍,4,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S3,腹斑蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S3,澤蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S4,小雨蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S4,拉都希氏赤蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S4,虎皮蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S4,貢德氏赤蛙,5,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S4,莫氏樹蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S4,斑腿樹蛙,5,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S4,黑眶蟾蜍,47,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S4,腹斑蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S4,澤蛙,0,彰化縣,埔鹽鄉,稻香生態農園,墾地,120.476313,24.00305
2014,S1,小雨蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S1,中國樹蟾,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S1,巴氏小雨蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S1,史丹吉氏小雨蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S1,布氏樹蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S1,拉都希氏赤蛙,12,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S1,虎皮蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S1,貢德氏赤蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S1,黑眶蟾蜍,7,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S1,黑蒙西氏小雨蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S1,澤蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S2,小雨蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S2,中國樹蟾,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S2,巴氏小雨蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S2,史丹吉氏小雨蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S2,布氏樹蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S2,拉都希氏赤蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S2,虎皮蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S2,貢德氏赤蛙,8,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S2,黑眶蟾蜍,18,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S2,黑蒙西氏小雨蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S2,澤蛙,2,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S3,小雨蛙,53,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S3,中國樹蟾,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S3,巴氏小雨蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S3,史丹吉氏小雨蛙,2,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S3,布氏樹蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S3,拉都希氏赤蛙,1,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S3,虎皮蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S3,貢德氏赤蛙,9,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S3,黑眶蟾蜍,77,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S3,黑蒙西氏小雨蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S3,澤蛙,66,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S4,小雨蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S4,中國樹蟾,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S4,巴氏小雨蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S4,史丹吉氏小雨蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S4,布氏樹蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S4,拉都希氏赤蛙,3,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S4,虎皮蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S4,貢德氏赤蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S4,黑眶蟾蜍,6,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S4,黑蒙西氏小雨蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S4,澤蛙,0,台南市,新化區,綠谷西拉雅,墾地,120.369331,23.015332
2014,S1,日本樹蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S1,布氏樹蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S1,拉都希氏赤蛙,5,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S1,莫氏樹蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S1,黑眶蟾蜍,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S1,盤古蟾蜍,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S1,褐樹蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S1,澤蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S2,日本樹蛙,1,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S2,布氏樹蛙,19,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S2,拉都希氏赤蛙,10,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S2,莫氏樹蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S2,黑眶蟾蜍,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S2,盤古蟾蜍,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S2,褐樹蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S2,澤蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S3,日本樹蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S3,布氏樹蛙,10,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S3,拉都希氏赤蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S3,莫氏樹蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S3,黑眶蟾蜍,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S3,盤古蟾蜍,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S3,褐樹蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S3,澤蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S4,日本樹蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S4,布氏樹蛙,1,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S4,拉都希氏赤蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S4,莫氏樹蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S4,黑眶蟾蜍,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S4,盤古蟾蜍,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S4,褐樹蛙,0,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S4,澤蛙,2,花蓮縣,花蓮市,美崙山,闊葉林,121.611129,23.991928
2014,S1,小雨蛙,0,台北市,文山區,草湳(指南路291段),墾地,121.607929,24.967976
2014,S1,布氏樹蛙,0,台北市,文山區,草湳(指南路292段),墾地,121.607929,24.967976
2014,S1,艾氏樹蛙,4,台北市,文山區,草湳(指南路293段),墾地,121.607929,24.967976
2014,S1,拉都希氏赤蛙,6,台北市,文山區,草湳(指南路294段),墾地,121.607929,24.967976
2014,S1,長腳赤蛙,0,台北市,文山區,草湳(指南路295段),墾地,121.607929,24.967976
2014,S1,面天樹蛙,0,台北市,文山區,草湳(指南路296段),墾地,121.607929,24.967976
2014,S1,貢德氏赤蛙,0,台北市,文山區,草湳(指南路297段),墾地,121.607929,24.967976
2014,S1,斑腿樹蛙,0,台北市,文山區,草湳(指南路298段),墾地,121.607929,24.967976
2014,S1,斯文豪氏赤蛙,4,台北市,文山區,草湳(指南路299段),墾地,121.607929,24.967976
2014,S1,黑眶蟾蜍,0,台北市,文山區,草湳(指南路300段),墾地,121.607929,24.967976
2014,S1,腹斑蛙,0,台北市,文山區,草湳(指南路301段),墾地,121.607929,24.967976
2014,S1,福建大頭蛙,1,台北市,文山區,草湳(指南路302段),墾地,121.607929,24.967976
2014,S1,翡翠樹蛙,2,台北市,文山區,草湳(指南路303段),墾地,121.607929,24.967976
2014,S1,臺北赤蛙,0,台北市,文山區,草湳(指南路304段),墾地,121.607929,24.967976
2014,S1,臺北樹蛙,1,台北市,文山區,草湳(指南路305段),墾地,121.607929,24.967976
2014,S1,盤古蟾蜍,0,台北市,文山區,草湳(指南路306段),墾地,121.607929,24.967976
2014,S1,褐樹蛙,2,台北市,文山區,草湳(指南路307段),墾地,121.607929,24.967976
2014,S1,澤蛙,0,台北市,文山區,草湳(指南路308段),墾地,121.607929,24.967976
2014,S2,小雨蛙,0,台北市,文山區,草湳(指南路309段),墾地,121.607929,24.967976
2014,S2,布氏樹蛙,0,台北市,文山區,草湳(指南路310段),墾地,121.607929,24.967976
2014,S2,艾氏樹蛙,15,台北市,文山區,草湳(指南路311段),墾地,121.607929,24.967976
2014,S2,拉都希氏赤蛙,12,台北市,文山區,草湳(指南路312段),墾地,121.607929,24.967976
2014,S2,長腳赤蛙,0,台北市,文山區,草湳(指南路313段),墾地,121.607929,24.967976
2014,S2,面天樹蛙,4,台北市,文山區,草湳(指南路314段),墾地,121.607929,24.967976
2014,S2,貢德氏赤蛙,0,台北市,文山區,草湳(指南路315段),墾地,121.607929,24.967976
2014,S2,斑腿樹蛙,0,台北市,文山區,草湳(指南路316段),墾地,121.607929,24.967976
2014,S2,斯文豪氏赤蛙,2,台北市,文山區,草湳(指南路317段),墾地,121.607929,24.967976
2014,S2,黑眶蟾蜍,0,台北市,文山區,草湳(指南路318段),墾地,121.607929,24.967976
2014,S2,腹斑蛙,5,台北市,文山區,草湳(指南路319段),墾地,121.607929,24.967976
2014,S2,福建大頭蛙,2,台北市,文山區,草湳(指南路320段),墾地,121.607929,24.967976
2014,S2,翡翠樹蛙,3,台北市,文山區,草湳(指南路321段),墾地,121.607929,24.967976
2014,S2,臺北赤蛙,0,台北市,文山區,草湳(指南路322段),墾地,121.607929,24.967976
2014,S2,臺北樹蛙,0,台北市,文山區,草湳(指南路323段),墾地,121.607929,24.967976
2014,S2,盤古蟾蜍,2,台北市,文山區,草湳(指南路324段),墾地,121.607929,24.967976
2014,S2,褐樹蛙,4,台北市,文山區,草湳(指南路325段),墾地,121.607929,24.967976
2014,S2,澤蛙,0,台北市,文山區,草湳(指南路326段),墾地,121.607929,24.967976
2014,S3,小雨蛙,1,台北市,文山區,草湳(指南路327段),墾地,121.607929,24.967976
2014,S3,布氏樹蛙,0,台北市,文山區,草湳(指南路328段),墾地,121.607929,24.967976
2014,S3,艾氏樹蛙,1,台北市,文山區,草湳(指南路329段),墾地,121.607929,24.967976
2014,S3,拉都希氏赤蛙,17,台北市,文山區,草湳(指南路330段),墾地,121.607929,24.967976
2014,S3,長腳赤蛙,0,台北市,文山區,草湳(指南路331段),墾地,121.607929,24.967976
2014,S3,面天樹蛙,3,台北市,文山區,草湳(指南路332段),墾地,121.607929,24.967976
2014,S3,貢德氏赤蛙,0,台北市,文山區,草湳(指南路333段),墾地,121.607929,24.967976
2014,S3,斑腿樹蛙,1,台北市,文山區,草湳(指南路334段),墾地,121.607929,24.967976
2014,S3,斯文豪氏赤蛙,16,台北市,文山區,草湳(指南路335段),墾地,121.607929,24.967976
2014,S3,黑眶蟾蜍,1,台北市,文山區,草湳(指南路336段),墾地,121.607929,24.967976
2014,S3,腹斑蛙,18,台北市,文山區,草湳(指南路337段),墾地,121.607929,24.967976
2014,S3,福建大頭蛙,7,台北市,文山區,草湳(指南路338段),墾地,121.607929,24.967976
2014,S3,翡翠樹蛙,0,台北市,文山區,草湳(指南路339段),墾地,121.607929,24.967976
2014,S3,臺北赤蛙,0,台北市,文山區,草湳(指南路340段),墾地,121.607929,24.967976
2014,S3,臺北樹蛙,0,台北市,文山區,草湳(指南路341段),墾地,121.607929,24.967976
2014,S3,盤古蟾蜍,0,台北市,文山區,草湳(指南路342段),墾地,121.607929,24.967976
2014,S3,褐樹蛙,46,台北市,文山區,草湳(指南路343段),墾地,121.607929,24.967976
2014,S3,澤蛙,9,台北市,文山區,草湳(指南路344段),墾地,121.607929,24.967976
2014,S4,小雨蛙,0,台北市,文山區,草湳(指南路345段),墾地,121.607929,24.967976
2014,S4,布氏樹蛙,0,台北市,文山區,草湳(指南路346段),墾地,121.607929,24.967976
2014,S4,艾氏樹蛙,1,台北市,文山區,草湳(指南路347段),墾地,121.607929,24.967976
2014,S4,拉都希氏赤蛙,11,台北市,文山區,草湳(指南路348段),墾地,121.607929,24.967976
2014,S4,長腳赤蛙,0,台北市,文山區,草湳(指南路349段),墾地,121.607929,24.967976
2014,S4,面天樹蛙,0,台北市,文山區,草湳(指南路350段),墾地,121.607929,24.967976
2014,S4,貢德氏赤蛙,0,台北市,文山區,草湳(指南路351段),墾地,121.607929,24.967976
2014,S4,斑腿樹蛙,0,台北市,文山區,草湳(指南路352段),墾地,121.607929,24.967976
2014,S4,斯文豪氏赤蛙,2,台北市,文山區,草湳(指南路353段),墾地,121.607929,24.967976
2014,S4,黑眶蟾蜍,0,台北市,文山區,草湳(指南路354段),墾地,121.607929,24.967976
2014,S4,腹斑蛙,10,台北市,文山區,草湳(指南路355段),墾地,121.607929,24.967976
2014,S4,福建大頭蛙,2,台北市,文山區,草湳(指南路356段),墾地,121.607929,24.967976
2014,S4,翡翠樹蛙,3,台北市,文山區,草湳(指南路357段),墾地,121.607929,24.967976
2014,S4,臺北赤蛙,0,台北市,文山區,草湳(指南路358段),墾地,121.607929,24.967976
2014,S4,臺北樹蛙,0,台北市,文山區,草湳(指南路359段),墾地,121.607929,24.967976
2014,S4,盤古蟾蜍,0,台北市,文山區,草湳(指南路360段),墾地,121.607929,24.967976
2014,S4,褐樹蛙,4,台北市,文山區,草湳(指南路361段),墾地,121.607929,24.967976
2014,S4,澤蛙,3,台北市,文山區,草湳(指南路362段),墾地,121.607929,24.967976
2014,S1,小雨蛙,0,新北市,新店區,華林池,墾地,121.567351,24.889952
2014,S1,中國樹蟾,0,新北市,新店區,華林池,墾地,121.567351,24.889952
2014,S1,日本樹蛙,0,新北市,新店區,華林池,墾地,121.567351,24.889952
2014,S1,布氏樹蛙,0,新北市,新店區,華林池,墾地,121.567351,24.889952
2014,S1,艾氏樹蛙,0,新北市,新店區,華林池,墾地,121.567351,24.889952
