waterBody	siteName	waterQuality	month	season	siteCode	samplingDepth	temperature	waterTempeature	salinity	pH	DOByTitration	DOByElectrode	DOSaturation	SS	SSMethodLimit	chlorophyllA	chlorophyllAMethodLimit	ammoniaN	ammoniaNMethodLimit	nitrateN	nitrateNMethodLimit	PH4N	PH4NMethodLimit	nitriteN	nitriteNMethodLimit	silicate	silicateMethodLimit	Cd	CdMethodLimit	Cr	CrMethodLimit	Cu	CuMethidLimit	Zn	ZnMethodLimit	Pb	PbMethodLimit	Hg	HgMethodLimit	year
東石布袋沿海海域	布袋港外海二	甲	10	4	5181	1	32.4	25.8	32.4	8.1	NA	6.8	99.8	22.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0006	NA	0.0007	NA	0	0.0001	0	0.0003	2013
東石布袋沿海海域	布袋港外海二	甲	10	4	5181	1	27.8	27.8	32.3	8	5.6	5.5	83.9	33.6	NA	1	NA	0.04	NA	0.08	NA	0.075	NA	0.034	NA	0.832	NA	0.00004	NA	0	0.001	0.0006	NA	0.0116	NA	0.0001	NA	0	0.0003	2008
東石布袋沿海海域	八掌溪口北側	甲	10	4	5182	1	26.2	25.4	34	8.1	NA	6.9	101.9	48.6	NA	0.3	NA	0	0.01	0.06	NA	0.048	NA	0.042	NA	0.335	NA	0.00002	NA	0	0.001	0.0007	NA	0.0083	NA	0	0.0001	0	0.0003	2012
東石布袋沿海海域	八掌溪口北側	甲	10	4	5182	1	25.8	26.2	33.2	8.2	NA	6.8	101.1	18.2	NA	0.5	NA	0	0.01	0.07	NA	0.052	NA	0.054	NA	0.385	NA	0.00001	NA	0	0.001	0.0004	NA	0.0044	NA	0	0.0001	0	0.0003	2011
東石布袋沿海海域	八掌溪口北側	甲	10	4	5182	1	28.2	27	33.1	8.1	6.4	6.4	96.4	39.2	NA	0.8	NA	0	0.01	0.09	NA	0.063	NA	0.062	NA	0.465	NA	0.00002	NA	0	0.001	0.0005	NA	0.0031	NA	0	0.0001	0	0.0003	2009
東石布袋沿海海域	八掌溪口北側	甲	10	4	5182	1	26.3	26.1	34.1	8	NA	6	88.9	28.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0007	NA	0.0012	NA	0	0.0001	0	0.0003	2015
東石布袋沿海海域	八掌溪口北側	甲	10	4	5182	1	32.6	26	32.7	8.2	NA	7.2	105.2	21.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0005	NA	0.0009	NA	0	0.0001	0	0.0003	2013
東石布袋沿海海域	八掌溪口北側	甲	10	4	5182	1	28.6	27.5	32.8	8	NA	6	90.4	70.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.001	NA	0.0025	NA	0.0003	NA	0	0.0003	2016
東石布袋沿海海域	八掌溪口北側	甲	10	4	5182	1	27.8	27.6	31.7	8.1	6.2	6.1	91.4	36.3	NA	1.2	NA	0.06	NA	0.16	NA	0.093	NA	0.036	NA	1.48	NA	0.00004	NA	0	0.001	0.0008	NA	0.0121	NA	0.0001	NA	0	0.0003	2008
東石布袋沿海海域	八掌溪口北側	甲	10	4	5182	1	30	24.8	33.6	8.1	NA	6	87.3	44.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0008	NA	0.0051	NA	0.0001	NA	0	0.0003	2014
東石布袋沿海海域	八掌溪口北側	甲	10	4	5182	1	29	30.3	27.6	8.1	6.6	6.5	100.7	10.4	NA	2	NA	0.31	NA	0.45	NA	0.147	NA	0.06	NA	2.42	NA	0.00001	NA	0	0.001	0.0004	NA	0.002	NA	0.0001	NA	0	0.0003	2010
東石布袋沿海海域	朴子溪口外4海浬	甲	10	4	5183	1	27.8	27.5	31.6	8.1	6.3	6.3	94.7	19	NA	0.8	NA	0.1	NA	0.17	NA	0.119	NA	0.033	NA	1.34	NA	0.00004	NA	0	0.001	0.0009	NA	0.0112	NA	0	0.0001	0	0.0003	2008
東石布袋沿海海域	朴子溪口外4海浬	甲	10	4	5183	1	26.4	24.2	33.4	8.1	NA	7	101.8	52.6	NA	1.7	NA	0.02	NA	0.13	NA	0.082	NA	0.092	NA	0.605	NA	0.00003	NA	0	0.001	0.0008	NA	0.0085	NA	0	0.0001	0	0.0003	2012
東石布袋沿海海域	朴子溪口外4海浬	甲	10	4	5183	1	30.2	24.8	33.6	8.1	NA	6.3	92	56.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00004	NA	NA	NA	0.0008	NA	0.0038	NA	0	0.0001	0	0.0003	2014
東石布袋沿海海域	朴子溪口外4海浬	甲	10	4	5183	1	28.2	26.3	32.8	8.1	6.5	6.6	97.9	72.4	NA	1.2	NA	0.02	NA	0.15	NA	0.088	NA	0.093	NA	0.743	NA	0.00002	NA	0	0.001	0.0005	NA	0.0027	NA	0	0.0001	0	0.0003	2009
東石布袋沿海海域	朴子溪口外4海浬	甲	10	4	5183	1	29	30.3	31.7	8.2	6.7	6.8	106.4	12.1	NA	3.1	NA	0.01	NA	0.14	NA	0.068	NA	0.04	NA	0.735	NA	0.00002	NA	0	0.001	0.0005	NA	0.0008	NA	0	0.0001	0	0.0003	2010
東石布袋沿海海域	朴子溪口外4海浬	甲	10	4	5183	1	29.2	27.2	32.2	8	NA	6.2	93.9	66.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0006	NA	0.0007	NA	0	0.0001	0	0.0003	2016
東石布袋沿海海域	朴子溪口外4海浬	甲	10	4	5183	1	33.3	25.8	32.7	8.2	NA	6.9	101.7	65.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0004	NA	0.0006	NA	0	0.0001	0	0.0003	2013
東石布袋沿海海域	朴子溪口外4海浬	甲	10	4	5183	1	26.3	25.4	32.8	8.1	NA	6.8	99.9	35.4	NA	1.2	NA	0.05	NA	0.12	NA	0.087	NA	0.08	NA	0.697	NA	0.00002	NA	0	0.001	0.0005	NA	0.0049	NA	0.0001	NA	0	0.0003	2011
東石布袋沿海海域	朴子溪口外4海浬	甲	10	4	5183	1	26.6	26.1	34.4	8	NA	6.4	95.6	36.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0005	NA	0.0008	NA	0.0001	NA	0	0.0003	2015
二仁溪口沿海海域	二仁溪口南側	乙	10	4	5184	1	27.6	28.5	27.5	8	NA	4.8	72	6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.001	NA	0.0043	NA	0	0.0001	0	0.0003	2015
二仁溪口沿海海域	二仁溪口南側	乙	10	4	5184	1	28.5	28.9	33.7	8.1	6.3	6.4	99.1	9.4	NA	0.6	NA	0.12	NA	0.03	NA	0.039	NA	0.01	NA	0.239	NA	0	0.00001	0	0.001	0.0004	NA	0.004	NA	0	0.0001	0	0.0003	2009
二仁溪口沿海海域	二仁溪口南側	乙	10	4	5184	1	28.3	27.6	33.7	8.2	NA	6.6	100.3	11.4	NA	0.9	NA	0.05	NA	0.02	NA	0.024	NA	0.004	NA	0.207	NA	0	0.00001	0	0.001	0.0002	NA	0.0022	NA	0	0.0001	0	0.0003	2011
二仁溪口沿海海域	二仁溪口南側	乙	10	4	5184	1	30.2	28.9	33.8	8.2	NA	6.2	97.5	4.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.001	NA	0	0.0001	0	0.0003	2016
二仁溪口沿海海域	二仁溪口南側	乙	10	4	5184	1	26.8	28.1	32.1	8.3	NA	6.8	103.6	2.8	NA	6	NA	1.2	NA	0.21	NA	0.344	NA	0.056	NA	1.24	NA	0.00001	NA	0	0.001	0.0023	NA	0.0262	NA	0.0003	NA	0	0.0003	2012
二仁溪口沿海海域	二仁溪口南側	乙	10	4	5184	1	31.8	29.6	32.4	8.2	7.2	7.2	112.6	5.8	NA	2.8	NA	0	0.01	0	0.01	0.005	NA	0.002	NA	0.042	NA	0.00003	NA	0	0.001	0.0004	NA	0.0035	NA	0.0002	NA	0	0.0003	2008
二仁溪口沿海海域	二仁溪口南側	乙	10	4	5184	1	30.9	29.7	30.7	8.1	NA	6.4	101.3	5.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0008	NA	0.008	NA	0.0001	NA	0	0.0003	2014
二仁溪口沿海海域	二仁溪口南側	乙	10	4	5184	1	26.8	28.9	33.8	8.2	6.5	6.5	100.6	7.2	NA	1.1	NA	0.03	NA	0.01	NA	0.022	NA	0.002	NA	0.138	NA	0	0.00001	0	0.001	0.0003	NA	0.0035	NA	0.0001	NA	0	0.0003	2010
二仁溪口沿海海域	二仁溪口南側	乙	10	4	5184	1	29.2	28.9	32.7	8.1	NA	6.2	95.3	7.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0004	NA	0.0022	NA	0.0001	NA	0	0.0003	2013
二仁溪口沿海海域	二仁溪口北側	乙	10	4	5185	1	31	31	29.1	8.1	NA	6.6	105.4	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0014	NA	0.0165	NA	0	0.0001	0	0.0003	2014
二仁溪口沿海海域	二仁溪口北側	乙	10	4	5185	1	26.8	28.6	33.8	8.2	6.5	6.6	101.9	8.6	NA	1.6	NA	0.02	NA	0	0.01	0.012	NA	0.002	NA	0.1	NA	0.00001	NA	0	0.001	0.0004	NA	0.0024	NA	0	0.0001	0	0.0003	2010
二仁溪口沿海海域	二仁溪口北側	乙	10	4	5185	1	28.5	28.7	34.8	8.2	NA	5.5	85.7	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0012	NA	0	0.0001	0	0.0003	2015
二仁溪口沿海海域	二仁溪口北側	乙	10	4	5185	1	31	29.1	33.5	8.2	NA	6.2	97	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0011	NA	0	0.0001	0	0.0003	2016
二仁溪口沿海海域	二仁溪口北側	乙	10	4	5185	1	27.5	27.9	33.9	8.3	NA	7.1	108.5	3.7	NA	3.4	NA	0	0.01	0.02	NA	0.01	NA	0.002	NA	0.097	NA	0.00001	NA	0	0.001	0.0009	NA	0.004	NA	0.0007	NA	0	0.0003	2012
二仁溪口沿海海域	二仁溪口北側	乙	10	4	5185	1	31.8	29.3	31.8	8.2	7.4	7.5	116.5	6.2	NA	2.8	NA	0.09	NA	0.02	NA	0.031	NA	0.011	NA	0.266	NA	0.00002	NA	0	0.001	0.0007	NA	0.01	NA	0.0002	NA	0	0.0003	2008
二仁溪口沿海海域	二仁溪口北側	乙	10	4	5185	1	28.5	28.7	33.5	8.1	6.4	6.6	101.6	7.9	NA	1	NA	0.07	NA	0.04	NA	0.03	NA	0.009	NA	0.225	NA	0	0.00001	0	0.001	0.0004	NA	0.0035	NA	0.0001	NA	0	0.0003	2009
二仁溪口沿海海域	二仁溪口北側	乙	10	4	5185	1	29.8	28.3	33.4	8.2	NA	6.5	99.4	14.9	NA	1.4	NA	0.09	NA	0.03	NA	0.035	NA	0.006	NA	0.252	NA	0	0.00001	0	0.001	0.0002	NA	0.0022	NA	0.0001	NA	0	0.0003	2011
二仁溪口沿海海域	二仁溪口北側	乙	10	4	5185	1	30.5	28.9	32.9	8.1	NA	6.1	94.6	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0015	NA	0.0001	NA	0	0.0003	2013
二仁溪口沿海海域	二仁溪口外側	乙	10	4	5186	1	30.9	30.4	29.5	8.1	NA	6.3	98.8	5.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0022	NA	0.0362	NA	0	0.0001	0	0.0003	2014
二仁溪口沿海海域	二仁溪口外側	乙	10	4	5186	1	26.8	28.5	33.8	8.2	6.6	6.6	101.7	7.1	NA	1.7	NA	0.03	NA	0.01	NA	0.016	NA	0.003	NA	0.098	NA	0	0.00001	0	0.001	0.0003	NA	0.0028	NA	0	0.0001	0	0.0003	2010
二仁溪口沿海海域	二仁溪口外側	乙	10	4	5186	1	28.5	28.9	33.7	8.1	6.4	6.4	100.2	6.6	NA	0.8	NA	0.04	NA	0.04	NA	0.027	NA	0.007	NA	0.198	NA	0	0.00001	0	0.001	0.0004	NA	0.0022	NA	0	0.0001	0	0.0003	2009
二仁溪口沿海海域	二仁溪口外側	乙	10	4	5186	1	30.2	29.4	32.9	8.2	NA	6.2	96.9	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0003	NA	0.0014	NA	0	0.0001	0	0.0003	2013
二仁溪口沿海海域	二仁溪口外側	乙	10	4	5186	1	28.4	28.6	34.8	8.2	NA	5.4	84.7	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0013	NA	0	0.0001	0	0.0003	2015
二仁溪口沿海海域	二仁溪口外側	乙	10	4	5186	1	30.7	29	33.5	8.2	NA	6.2	97.2	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0003	NA	0.0009	NA	0	0.0001	0	0.0003	2016
二仁溪口沿海海域	二仁溪口外側	乙	10	4	5186	1	27.1	27.8	34	8.3	NA	7.1	108.7	2.8	NA	2.3	NA	0	0.01	0.02	NA	0.011	NA	0.001	NA	0.091	NA	0.00001	NA	0	0.001	0.0012	NA	0.0027	NA	0.0004	NA	0	0.0003	2012
二仁溪口沿海海域	二仁溪口外側	乙	10	4	5186	1	29.3	27.9	33.3	8.2	NA	6.6	100.3	12.1	NA	0.8	NA	0.04	NA	0.02	NA	0.024	NA	0.004	NA	0.197	NA	0	0.00001	0	0.001	0.0002	NA	0.0026	NA	0.0001	NA	0	0.0003	2011
二仁溪口沿海海域	二仁溪口外側	乙	10	4	5186	1	31.8	29.5	31.9	8.3	7.4	7.5	116.4	5	NA	4.3	NA	0.03	NA	0	0.01	0.028	NA	0.006	NA	0.127	NA	0.00002	NA	0	0.001	0.0002	NA	0.0024	NA	0.0001	NA	0	0.0003	2008
二仁溪口沿海海域	二仁溪口	乙	10	4	5187	1	31.8	29.2	29.7	8.2	6.6	6.7	102.2	16.3	NA	3.7	NA	0.75	NA	0.34	NA	0.258	NA	0.099	NA	2.44	NA	0.00003	NA	0	0.001	0.0019	NA	0.0174	NA	0	0.0001	0	0.0003	2008
二仁溪口沿海海域	二仁溪口	乙	10	4	5187	1	31.1	30	12.2	7.9	NA	5.5	78.4	15.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0014	NA	0.0117	NA	0	0.0001	0	0.0003	2016
二仁溪口沿海海域	二仁溪口	乙	10	4	5187	1	26.8	29.4	27.5	8	4.7	4.6	69.7	11.6	NA	3	NA	1.53	NA	0.23	NA	0.305	NA	0.09	NA	1.1	NA	0.00002	NA	0	0.001	0.0014	NA	0.0041	NA	0	0.0001	0	0.0003	2010
二仁溪口沿海海域	二仁溪口	乙	10	4	5187	1	27.6	28.6	24	8.1	NA	5.9	85.7	10.2	NA	12.3	NA	3.77	NA	0.53	NA	1.09	NA	0.154	NA	3.84	NA	0.00001	NA	0	0.001	0.0037	NA	0.0498	NA	0.0002	NA	0	0.0003	2012
二仁溪口沿海海域	二仁溪口	乙	10	4	5187	1	31.1	30.6	32.2	8.1	NA	6.2	99	12.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0019	NA	0.0054	NA	0.0002	NA	0	0.0003	2014
二仁溪口沿海海域	二仁溪口	乙	10	4	5187	1	28.5	28.8	32.3	8.1	6.1	6.1	93.5	27.3	NA	1.1	NA	0.74	NA	0.09	NA	0.156	NA	0.033	NA	0.665	NA	0.00002	NA	0	0.001	0.0013	NA	0.0052	NA	0.0002	NA	0	0.0003	2009
二仁溪口沿海海域	二仁溪口	乙	10	4	5187	1	30.7	29.3	32.6	8.1	NA	6.2	96.1	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0009	NA	0.0024	NA	0.0002	NA	0	0.0003	2013
二仁溪口沿海海域	二仁溪口	乙	10	4	5187	1	28.6	27.9	10.9	7.7	NA	3.5	47.7	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0012	NA	0.0052	NA	0.0001	NA	0	0.0003	2015
二仁溪口沿海海域	二仁溪口	乙	10	4	5187	1	30.1	29.1	32.6	8.1	NA	6.4	99.5	12.2	NA	1.9	NA	0.32	NA	0.1	NA	0.135	NA	0.028	NA	0.59	NA	0	0.00001	0	0.001	0.0003	NA	0.0027	NA	0.0001	NA	0	0.0003	2011
二仁溪口沿海海域	二仁溪口外4海浬	乙	10	4	5188	1	26.8	28.2	33.9	8.2	6.5	6.6	101.5	10.6	NA	0.7	NA	0.02	NA	0	0.01	0.016	NA	0	0.001	0.09	NA	0.00001	NA	0	0.001	0.0002	NA	0.0018	NA	0	0.0001	0	0.0003	2010
二仁溪口沿海海域	二仁溪口外4海浬	乙	10	4	5188	1	26.9	27.4	34	8.2	NA	6.4	96.7	0	2	0.4	NA	0	0.01	0.02	NA	0.008	NA	0	0.001	0.144	NA	0.00001	NA	0	0.001	0.001	NA	0.0034	NA	0.001	NA	0	0.0003	2012
二仁溪口沿海海域	二仁溪口外4海浬	乙	10	4	5188	1	27.9	28.3	34.8	8.2	NA	5.6	86.9	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0012	NA	0.0006	NA	0	0.0003	2015
二仁溪口沿海海域	二仁溪口外4海浬	乙	10	4	5188	1	31.1	29.7	32.3	8.2	NA	6.3	100.7	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.001	NA	0.0016	NA	0.0004	NA	0	0.0003	2014
二仁溪口沿海海域	二仁溪口外4海浬	乙	10	4	5188	1	30.5	28.9	33.5	8.2	NA	6.2	97.1	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0005	NA	0.003	NA	0.0002	NA	0	0.0003	2016
二仁溪口沿海海域	二仁溪口外4海浬	乙	10	4	5188	1	29.6	28.3	33.2	8.1	NA	6	93.1	7.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0003	NA	0.0016	NA	0.0002	NA	0	0.0003	2013
二仁溪口沿海海域	二仁溪口外4海浬	乙	10	4	5188	1	29	27.4	33.3	8.2	NA	6.9	102.4	6.3	NA	0.7	NA	0.03	NA	0	0.01	0.008	NA	0	0.001	0.141	NA	0	0.00001	0	0.001	0.0002	NA	0.0014	NA	0.0002	NA	0	0.0003	2011
二仁溪口沿海海域	二仁溪口外4海浬	乙	10	4	5188	1	28.5	28.8	34	8.1	6.6	6.6	103	5.5	NA	1.3	NA	0.02	NA	0.02	NA	0.015	NA	0.005	NA	0.163	NA	0.00001	NA	0	0.001	0.0003	NA	0.002	NA	0.0001	NA	0	0.0003	2009
二仁溪口沿海海域	二仁溪口外4海浬	乙	10	4	5188	1	31.8	29.7	31.8	8.3	7.6	7.7	119.9	8	NA	3.9	NA	0	0.01	0	0.01	0.013	NA	0.004	NA	0.069	NA	0.00002	NA	0	0.001	0.0005	NA	0.0015	NA	0.0001	NA	0	0.0003	2008
高雄港沿海海域	高雄港口外一	乙	10	4	5189	1	29	29.2	32.7	8.2	6.8	6.8	106.8	2.8	NA	4	NA	0.07	NA	0.05	NA	0.012	NA	0.008	NA	0.235	NA	0.00002	NA	0	0.001	0.0007	NA	0.0102	NA	0	0.0001	0	0.0003	2010
高雄港沿海海域	高雄港口外一	乙	10	4	5189	1	28.4	27.9	34.5	8.1	NA	6.7	102.9	7.4	NA	2.1	NA	0.02	NA	0.04	NA	0.011	NA	0.001	NA	0.134	NA	0	0.00001	0	0.001	0.0006	NA	0.003	NA	0	0.0001	0	0.0003	2011
高雄港沿海海域	高雄港口外一	乙	10	4	5189	1	31.6	30.1	34.9	8.1	NA	6.4	102.7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0003	NA	0.0025	NA	0	0.0001	0	0.0003	2014
高雄港沿海海域	高雄港口外一	乙	10	4	5189	1	33.2	29.7	31.6	8.1	NA	6.1	95.2	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0016	NA	0.0077	NA	0.0009	NA	0	0.0003	2015
高雄港沿海海域	高雄港口外一	乙	10	4	5189	1	28.9	28.8	31.8	8.1	NA	5.8	90.7	6.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0008	NA	0.0096	NA	0.0002	NA	0	0.0003	2016
高雄港沿海海域	高雄港口外一	乙	10	4	5189	1	24.5	27.6	34	8.2	6.9	6.9	105.4	5.1	NA	0.9	NA	0	0.01	0	0.01	0.004	NA	0.001	NA	0.1	NA	0.00001	NA	0	0.001	0.0004	NA	0.0092	NA	0.0002	NA	0	0.0003	2009
高雄港沿海海域	高雄港口外一	乙	10	4	5189	1	32.1	29.4	32.7	8.1	NA	6.3	97.8	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0005	NA	0.0037	NA	0.0002	NA	0	0.0003	2013
高雄港沿海海域	高雄港口外一	乙	10	4	5189	1	28.8	29.4	32.7	8.2	6.4	6.6	103.6	6.6	NA	1.8	NA	0.1	NA	0.04	NA	0.023	NA	0.007	NA	0.175	NA	0.00001	NA	0	0.001	0.0004	NA	0.0094	NA	0.0001	NA	0	0.0003	2008
高雄港沿海海域	高雄港口外一	乙	10	4	5189	1	25.7	27.8	33.1	8.3	NA	6.3	97.8	17.2	NA	3	NA	0.03	NA	0.03	NA	0.02	NA	0.003	NA	0.07	NA	0.00001	NA	0	0.001	0.0009	NA	0.0014	NA	0.0001	NA	0	0.0003	2012
高雄港沿海海域	高雄港口外二	乙	10	4	5190	1	28.8	29.9	32.7	8.2	7.1	7.3	114.9	4.8	NA	1.1	NA	0	0.01	0	0.01	0.035	NA	0	0.001	0.111	NA	0	0.00001	0	0.001	0.0003	NA	0.0076	NA	0	0.0001	0	0.0003	2008
高雄港沿海海域	高雄港口外二	乙	10	4	5190	1	32	29.2	35.4	8.2	NA	6.4	101	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0004	NA	0.0026	NA	0	0.0001	0	0.0003	2014
高雄港沿海海域	高雄港口外二	乙	10	4	5190	1	29	29.1	32.4	8.2	6.6	6.6	102.8	2.8	NA	1.8	NA	0.01	NA	0.03	NA	0.011	NA	0.005	NA	0.222	NA	0.00001	NA	0	0.001	0.0003	NA	0.0015	NA	0	0.0001	0	0.0003	2010
高雄港沿海海域	高雄港口外二	乙	10	4	5190	1	26	27.7	33.1	8.4	NA	6.2	96.9	16.5	NA	1.4	NA	0	0.01	0.01	NA	0.013	NA	0.001	NA	0.05	NA	0.00001	NA	0	0.001	0.0006	NA	0.0011	NA	0	0.0001	0	0.0003	2012
高雄港沿海海域	高雄港口外二	乙	10	4	5190	1	33	29.6	31.2	8.2	NA	6.2	95.9	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0009	NA	0.0036	NA	0.0003	NA	0	0.0003	2015
高雄港沿海海域	高雄港口外二	乙	10	4	5190	1	24.5	27.4	34	8.2	7	7	105.6	4.7	NA	1	NA	0	0.01	0	0.01	0.005	NA	0	0.001	0.07	NA	0.00001	NA	0	0.001	0.0003	NA	0.0042	NA	0.0002	NA	0	0.0003	2009
高雄港沿海海域	高雄港口外二	乙	10	4	5190	1	27.9	27.8	34.4	8.2	NA	6.6	102.3	6	NA	2.6	NA	0.02	NA	0.03	NA	0.009	NA	0.001	NA	0.125	NA	0.00001	NA	0	0.001	0.0006	NA	0.0022	NA	0.0002	NA	0	0.0003	2011
高雄港沿海海域	高雄港口外二	乙	10	4	5190	1	29.6	29.1	31.8	8.1	NA	6.1	94.7	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0005	NA	0.0057	NA	0.0001	NA	0	0.0003	2016
高雄港沿海海域	高雄港口外二	乙	10	4	5190	1	32.5	29.1	32.5	8.2	NA	6.3	97.8	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.002	NA	0.0001	NA	0	0.0003	2013
高雄港沿海海域	高雄港口外三	乙	10	4	5191	1	32.2	29.2	35.2	8.2	NA	6.7	106	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0003	NA	0.0021	NA	0	0.0001	0	0.0003	2014
高雄港沿海海域	高雄港口外三	乙	10	4	5191	1	29	30.2	30.7	8.2	7.5	7.5	117.2	2	NA	3.7	NA	0	0.01	0.06	NA	0.011	NA	0.01	NA	0.471	NA	0.00001	NA	0	0.001	0.0002	NA	0.0021	NA	0	0.0001	0	0.0003	2010
高雄港沿海海域	高雄港口外三	乙	10	4	5191	1	26.2	28	31	8.3	NA	6.4	98	17.9	NA	3.6	NA	0	0.01	0.05	NA	0.016	NA	0.003	NA	0.256	NA	0.00001	NA	0	0.001	0.0011	NA	0.0015	NA	0	0.0001	0	0.0003	2012
高雄港沿海海域	高雄港口外三	乙	10	4	5191	1	33	29.7	31.5	8.2	NA	6.2	95.6	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0006	NA	0.0023	NA	0.0003	NA	0	0.0003	2015
高雄港沿海海域	高雄港口外三	乙	10	4	5191	1	28.2	27.7	34.4	8.2	NA	6.4	99	6.6	NA	1.8	NA	0	0.01	0.02	NA	0.007	NA	0.001	NA	0.14	NA	0.00001	NA	0	0.001	0.0007	NA	0.0021	NA	0.0002	NA	0	0.0003	2011
高雄港沿海海域	高雄港口外三	乙	10	4	5191	1	28.8	29.7	33	8.2	6.6	6.5	101.5	7.1	NA	1.2	NA	0	0.01	0.01	NA	0.01	NA	0.002	NA	0.19	NA	0.00001	NA	0	0.001	0.0003	NA	0.0049	NA	0.0001	NA	0	0.0003	2008
高雄港沿海海域	高雄港口外三	乙	10	4	5191	1	24.5	27.5	34	8.2	7.2	7.1	107.9	5.1	NA	1.5	NA	0	0.01	0	0.01	0.006	NA	0	0.001	0.069	NA	0	0.00001	0	0.001	0.0003	NA	0.004	NA	0.0001	NA	0	0.0003	2009
高雄港沿海海域	高雄港口外三	乙	10	4	5191	1	30.5	29.1	31.2	8.1	NA	6	92.5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0007	NA	0.002	NA	0.0001	NA	0	0.0003	2016
